District,Parish,Sub County
IGANGA,KIJUGUTA,NORTHERN DIVISION
IGANGA,LOWER BUGONGI,NORTHERN DIVISION
IGANGA,RUTOOMA,NORTHERN DIVISION
IGANGA,UPPER BUGONGI,NORTHERN DIVISION
IGANGA,BUKESA,CENTRAL DIVISION
IGANGA,CIVIC CENTRE,CENTRAL DIVISION
IGANGA,INDUSTRIAL AREA,CENTRAL DIVISION
IGANGA,KAGUGUBE,CENTRAL DIVISION
IGANGA,KAMWOKYA I,CENTRAL DIVISION
IGANGA,KAMWOKYA II,CENTRAL DIVISION
IGANGA,KISENYI I,CENTRAL DIVISION
IGANGA,KISENYI II,CENTRAL DIVISION
IGANGA,KISENYI III,CENTRAL DIVISION
IGANGA,BUWANUME,NORTHERN DIVISION
IGANGA,KAMULI SABAWALI,NORTHERN DIVISION
IGANGA,KASOIGO,NORTHERN DIVISION
IGANGA,MUWEBWA,NORTHERN DIVISION
IGANGA,NAMISAMBYA II,NORTHERN DIVISION
IGANGA,BARAWA,CENTRAL DIVISION
IGANGA,CHEMONGES,CENTRAL DIVISION
IGANGA,CHEPSIKIROI,CENTRAL DIVISION
IGANGA,KAPSINDA,CENTRAL DIVISION
IGANGA,KAWOWO,CENTRAL DIVISION
IGANGA,KOKWOMURYA,CENTRAL DIVISION
IGANGA,BASE CAMP,CENTRAL DIVISION
IGANGA,KAMAIBA,CENTRAL DIVISION
IGANGA,KIREMBE,CENTRAL DIVISION
IGANGA,NYAKABINGO II,CENTRAL DIVISION
IGANGA,RAILWAY,CENTRAL DIVISION
IGANGA,TOWN CENTRE,CENTRAL DIVISION
IGANGA,TOWN,CENTRAL DIVISION
IGANGA,WESTLAND A,CENTRAL DIVISION
IGANGA,WESTLAND B,CENTRAL DIVISION
IGANGA,KOTIDO CENTRAL,CENTRAL DIVISION
IGANGA,KOTIDO EAST,CENTRAL DIVISION
IGANGA,KOTIDO NORTH,CENTRAL DIVISION
IGANGA,KOTIDO RURAL,CENTRAL DIVISION
IGANGA,KOTIDO WEST,CENTRAL DIVISION
IGANGA,NARIKAPET,CENTRAL DIVISION
IGANGA,BAZAAR,CENTRAL DIVISION
IGANGA,IREDA EAST,CENTRAL DIVISION
IGANGA,IREDA WEST,CENTRAL DIVISION
IGANGA,SENIOR QUARTERS,CENTRAL DIVISION
IGANGA,TE-OBIA,CENTRAL DIVISION
IGANGA,CIVIC,CENTRAL DIVISION
IGANGA,SOUTHERN,CENTRAL DIVISION
IGANGA,WESTERN,CENTRAL DIVISION
IGANGA,IUIU,NORTHERN DIVISION
IGANGA,NABUYONGA,NORTHERN DIVISION
IGANGA,NAMAKWEKWE,NORTHERN DIVISION
IGANGA,NKOMA,NORTHERN DIVISION
IGANGA,NORTH CENTRAL,NORTHERN DIVISION
IGANGA,CENTRAL,CENTRAL DIVISION
IGANGA,KATAKALA,CENTRAL DIVISION
IGANGA,NAKIBANGA,CENTRAL DIVISION
IGANGA,WEST,CENTRAL DIVISION
IGANGA,BOMA NORTH,NORTHERN DIVISION
IGANGA,SOUTH,NORTHERN DIVISION
IGANGA,GGULU,CENTRAL DIVISION
IGANGA,NAMUMIRA ANTHONY,CENTRAL DIVISION
IGANGA,NSUUBE KAUGA,CENTRAL DIVISION
IGANGA,NTAAWO,CENTRAL DIVISION
IGANGA,CENTRAL,CENTRAL DIVISION
IGANGA,JUKIA HILL,CENTRAL DIVISION
IGANGA,NAMTHIN,CENTRAL DIVISION
IGANGA,CENTRAL,CENTRAL DIVISION
IGANGA,KIKONI,CENTRAL DIVISION
IGANGA,CAMP SWAHILI,NORTHERN DIVISION
IGANGA,KICHINJAJI,NORTHERN DIVISION
IGANGA,MADERA,NORTHERN DIVISION
IGANGA,PIONEER,NORTHERN DIVISION
ISINGIRO,BUSHEEKA,ENDIINZI
ISINGIRO,KIKOBA,ENDIINZI
ISINGIRO,NYABYONDO,ENDIINZI
ISINGIRO,RUKUNGIRI,ENDIINZI
ISINGIRO,RWANJOGYERA,ENDIINZI
ISINGIRO,ENDIINZI,ENDIINZI TOWN COUNCIL
ISINGIRO,ENDIINZI TOWN BOARD,ENDIINZI TOWN COUNCIL
ISINGIRO,BURUMBA,KAKAMBA
ISINGIRO,KAKAMBA,KAKAMBA
ISINGIRO,KASHENYI,KAKAMBA
ISINGIRO,NTENGA,KAKAMBA
ISINGIRO,RURANGO,KAKAMBA
ISINGIRO,KANKINGI,KASHUMBA
ISINGIRO,KASHARIRA,KASHUMBA
ISINGIRO,KASHUMBA,KASHUMBA
ISINGIRO,KIGARAGARA,KASHUMBA
ISINGIRO,MUREMA,KASHUMBA
ISINGIRO,RUSHWA,KASHUMBA
ISINGIRO,BURIGI,MBAARE
ISINGIRO,KIHANDA,MBAARE
ISINGIRO,KYABAHESI,MBAARE
ISINGIRO,NSHORORO,MBAARE
ISINGIRO,NYAMARUNGI,MBAARE
ISINGIRO,RUTEETE,MBAARE
ISINGIRO,BURUNGAMO,NGARAMA
ISINGIRO,KABAARE,NGARAMA
ISINGIRO,KAGAAGA,NGARAMA
ISINGIRO,KAKAMBA,NGARAMA
ISINGIRO,NGARAMA,NGARAMA
ISINGIRO,KABAARE,RUGAAGA
ISINGIRO,KASHOJWA,RUGAAGA
ISINGIRO,KIRYABURO,RUGAAGA
ISINGIRO,KYAMPANGO,RUGAAGA
ISINGIRO,KYARUBAMBURA,RUGAAGA
ISINGIRO,NYABUBARE,RUGAAGA
ISINGIRO,RWANGABO,RUGAAGA
ISINGIRO,IHUNGA,RUSHASHA
ISINGIRO,MIRAMBIRO,RUSHASHA
ISINGIRO,RUSHASHA,RUSHASHA
ISINGIRO,RWANTAHA,RUSHASHA
ISINGIRO,KAHENDA,BIRERE
ISINGIRO,KASAANA,BIRERE
ISINGIRO,KIKOKWA,BIRERE
ISINGIRO,KISHURO,BIRERE
ISINGIRO,KYERA,BIRERE
ISINGIRO,KAHARO,ISINGIRO TOWN COUNCIL
ISINGIRO,KAMURI,ISINGIRO TOWN COUNCIL
ISINGIRO,KYABISHAHO,ISINGIRO TOWN COUNCIL
ISINGIRO,MABONA,ISINGIRO TOWN COUNCIL
ISINGIRO,KABEREBERE EAST,KABEREBERE TOWN COUNCIL
ISINGIRO,KABEREBERE SOUTH,KABEREBERE TOWN COUNCIL
ISINGIRO,KABEREBERE WEST,KABEREBERE TOWN COUNCIL
ISINGIRO,KAGARAMA,KABINGO
ISINGIRO,KATEMBE,KABINGO
ISINGIRO,KYABINUNGA,KABINGO
ISINGIRO,KYARUGAJU,KABINGO
ISINGIRO,KYEIRUMBA,KABINGO
ISINGIRO,NYAKIGYERA,KABINGO
ISINGIRO,KABUGU,KABUYANDA
ISINGIRO,KAGARA,KABUYANDA
ISINGIRO,KANYWAMAIZI,KABUYANDA
ISINGIRO,RWAKAKWENDA,KABUYANDA
ISINGIRO,CENTRAL,KABUYANDA TOWN COUNCIL
ISINGIRO,IRYANGO,KABUYANDA TOWN COUNCIL
ISINGIRO,KISYORO,KABUYANDA TOWN COUNCIL
ISINGIRO,NORTHERN,KABUYANDA TOWN COUNCIL
ISINGIRO,KAJAHO,KIKAGATE
ISINGIRO,KAMUBEIZI,KIKAGATE
ISINGIRO,KIKAGATE,KIKAGATE
ISINGIRO,KYEZIMBIRE,KIKAGATE
ISINGIRO,NTUNDU,KIKAGATE
ISINGIRO,NYABUSHENYI,KIKAGATE
ISINGIRO,RUYANGA,KIKAGATE
ISINGIRO,RWAMWIJUKA,KIKAGATE
ISINGIRO,KABAARE,MASHA
ISINGIRO,NYAKAKONI,MASHA
ISINGIRO,NYAMITSINDO,MASHA
ISINGIRO,NYARUBUNGO,MASHA
ISINGIRO,RUKUUBA,MASHA
ISINGIRO,RWETANGO,MASHA
ISINGIRO,BUGONGI,NYAKITUNDA
ISINGIRO,KAMUBEIZI,NYAKITUNDA
ISINGIRO,KIHIIHI,NYAKITUNDA
ISINGIRO,MIGYERA,NYAKITUNDA
ISINGIRO,NTUNGU,NYAKITUNDA
ISINGIRO,NYAKARAMBI,NYAKITUNDA
ISINGIRO,RUHIIRA,NYAKITUNDA
JINJA,KABOWA,CENTRAL DIVISION
JINJA,KAWOTTO,CENTRAL DIVISION
JINJA,KIKAWULA,CENTRAL DIVISION
JINJA,NAKAZADDE,CENTRAL DIVISION
JINJA,NAMENGO,CENTRAL DIVISION
JINJA,BULIGO,CENTRAL DIVISION
JINJA,KASOKOSO,CENTRAL DIVISION
JINJA,NABIDONGHA,CENTRAL DIVISION
JINJA,NABIDONGHA PRISON,CENTRAL DIVISION
JINJA,NAKAVULE,CENTRAL DIVISION
JINJA,WALUGOGO,CENTRAL DIVISION
JINJA,BUDUMBULI EAST,BUGEMBE TOWN COUNCIL
JINJA,BUDUMBULI WEST,BUGEMBE TOWN COUNCIL
JINJA,KATENDE,BUGEMBE TOWN COUNCIL
JINJA,NAKANYONYI,BUGEMBE TOWN COUNCIL
JINJA,WANYAMA,BUGEMBE TOWN COUNCIL
JINJA,BUGOBYA,BUSEDDE
JINJA,ITAKAIBOLU,BUSEDDE
JINJA,KISASI,BUSEDDE
JINJA,NABITAMBALA,BUSEDDE
JINJA,NALINAIBI,BUSEDDE
JINJA,CHICO,KAKIRA TOWN COUNCIL
JINJA,KABYAZA,KAKIRA TOWN COUNCIL
JINJA,KAKIRA,KAKIRA TOWN COUNCIL
JINJA,KARONGO,KAKIRA TOWN COUNCIL
JINJA,MAWOITO,KAKIRA TOWN COUNCIL
JINJA,MWIRI,KAKIRA TOWN COUNCIL
JINJA,POLOTA,KAKIRA TOWN COUNCIL
JINJA,WAIRAKA,KAKIRA TOWN COUNCIL
JINJA,BUWEKULA,MAFUBIRA
JINJA,BUWENDA,MAFUBIRA
JINJA,MAFUBIRA,MAFUBIRA
JINJA,NAMULESA,MAFUBIRA
JINJA,WANYANGE,MAFUBIRA
JINJA,CENTRAL EAST,CENTRAL DIVISION
JINJA,CENTRAL WEST,CENTRAL DIVISION
JINJA,MAGWA,CENTRAL DIVISION
JINJA,OLD BOMA,CENTRAL DIVISION
JINJA,MASESE,MASESE WALUKUBA
JINJA,WALUKUBA EAST,MASESE WALUKUBA
JINJA,WALUKUBA WEST,MASESE WALUKUBA
JINJA,KIMAKA,MPUMUDDE DIVISION
JINJA,MPUMUDDE,MPUMUDDE DIVISION
JINJA,NALUFENYA,MPUMUDDE DIVISION
JINJA,RUBAGA,MPUMUDDE DIVISION
JINJA,BUWAGI,BUDONDO
JINJA,IVUNAMBA,BUDONDO
JINJA,KIBIBI,BUDONDO
JINJA,NAMIZI,BUDONDO
JINJA,NAWANGOMA,BUDONDO
JINJA,BUDIMA,BUTAGAYA
JINJA,LUBANI,BUTAGAYA
JINJA,NAKAKULWE,BUTAGAYA
JINJA,NAMAGERA,BUTAGAYA
JINJA,NAWAMPANDA,BUTAGAYA
JINJA,WANSIMBA,BUTAGAYA
JINJA,BUWEERA,BUWENGE
JINJA,KAGOMA,BUWENGE
JINJA,KAIIRA,BUWENGE
JINJA,KITANABA,BUWENGE
JINJA,MAGAMAGA,BUWENGE
JINJA,BUWENGE EAST,BUWENGE TOWN COUNCIL
JINJA,BUWENGE NORTH,BUWENGE TOWN COUNCIL
JINJA,BUWENGE SOUTH,BUWENGE TOWN COUNCIL
JINJA,BUWENGE WEST,BUWENGE TOWN COUNCIL
JINJA,BULUGO,BUYENGO
JINJA,BUTAMIRA,BUYENGO
JINJA,BUWABUZI,BUYENGO
JINJA,IZIRU,BUYENGO
JINJA,BUTOBERE,CENTRAL DIVISION
JINJA,CENTRAL,CENTRAL DIVISION
JINJA,NYABIKONI,CENTRAL DIVISION
JINJA,NYAKAHITA,CENTRAL DIVISION
JINJA,BUKESA,CENTRAL DIVISION
JINJA,CIVIC CENTRE,CENTRAL DIVISION
JINJA,INDUSTRIAL AREA,CENTRAL DIVISION
JINJA,KAGUGUBE,CENTRAL DIVISION
JINJA,KAMWOKYA I,CENTRAL DIVISION
JINJA,KAMWOKYA II,CENTRAL DIVISION
JINJA,KISENYI I,CENTRAL DIVISION
JINJA,KISENYI II,CENTRAL DIVISION
JINJA,KISENYI III,CENTRAL DIVISION
JINJA,BARAWA,CENTRAL DIVISION
JINJA,CHEMONGES,CENTRAL DIVISION
JINJA,CHEPSIKIROI,CENTRAL DIVISION
JINJA,KAPSINDA,CENTRAL DIVISION
JINJA,KAWOWO,CENTRAL DIVISION
JINJA,KOKWOMURYA,CENTRAL DIVISION
JINJA,BASE CAMP,CENTRAL DIVISION
JINJA,KAMAIBA,CENTRAL DIVISION
JINJA,KIREMBE,CENTRAL DIVISION
JINJA,NYAKABINGO II,CENTRAL DIVISION
JINJA,RAILWAY,CENTRAL DIVISION
JINJA,TOWN CENTRE,CENTRAL DIVISION
JINJA,TOWN,CENTRAL DIVISION
JINJA,WESTLAND A,CENTRAL DIVISION
JINJA,WESTLAND B,CENTRAL DIVISION
JINJA,KOTIDO CENTRAL,CENTRAL DIVISION
JINJA,KOTIDO EAST,CENTRAL DIVISION
JINJA,KOTIDO NORTH,CENTRAL DIVISION
JINJA,KOTIDO RURAL,CENTRAL DIVISION
JINJA,KOTIDO WEST,CENTRAL DIVISION
JINJA,NARIKAPET,CENTRAL DIVISION
JINJA,BAZAAR,CENTRAL DIVISION
JINJA,IREDA EAST,CENTRAL DIVISION
JINJA,IREDA WEST,CENTRAL DIVISION
JINJA,SENIOR QUARTERS,CENTRAL DIVISION
JINJA,TE-OBIA,CENTRAL DIVISION
JINJA,CIVIC,CENTRAL DIVISION
JINJA,SOUTHERN,CENTRAL DIVISION
JINJA,WESTERN,CENTRAL DIVISION
JINJA,CENTRAL,CENTRAL DIVISION
JINJA,KATAKALA,CENTRAL DIVISION
JINJA,NAKIBANGA,CENTRAL DIVISION
JINJA,WEST,CENTRAL DIVISION
JINJA,GGULU,CENTRAL DIVISION
JINJA,NAMUMIRA ANTHONY,CENTRAL DIVISION
JINJA,NSUUBE KAUGA,CENTRAL DIVISION
JINJA,NTAAWO,CENTRAL DIVISION
JINJA,CENTRAL,CENTRAL DIVISION
JINJA,JUKIA HILL,CENTRAL DIVISION
JINJA,NAMTHIN,CENTRAL DIVISION
JINJA,CENTRAL,CENTRAL DIVISION
JINJA,KIKONI,CENTRAL DIVISION
KAABONG,KALONGOR,KAABONG EAST
KAABONG,LOKOLIA,KAABONG EAST
KAABONG,LOSOGOLO,KAABONG EAST
KAABONG,MORULEM,KAABONG EAST
KAABONG,BIAFRA,KAABONG TOWN COUNCIL
KAABONG,CAMPSWAHILI,KAABONG TOWN COUNCIL
KAABONG,CENTRAL,KAABONG TOWN COUNCIL
KAABONG,KAPILAN BAR EAST,KAABONG TOWN COUNCIL
KAABONG,KAPILAN BAR WEST,KAABONG TOWN COUNCIL
KAABONG,KOMURIA EAST,KAABONG TOWN COUNCIL
KAABONG,KOMURIA WEST,KAABONG TOWN COUNCIL
KAABONG,LOPUTUK,KAABONG TOWN COUNCIL
KAABONG,PAJAR,KAABONG TOWN COUNCIL
KAABONG,KAABONG,KAABONG WEST
KAABONG,LOBONGIA,KAABONG WEST
KAABONG,LOKERUI,KAABONG WEST
KAABONG,LOMERIS,KAABONG WEST
KAABONG,LOMORUITAE,KAABONG WEST
KAABONG,KACHEMCHEM,KALAPATA
KAABONG,KAKUTATOM,KALAPATA
KAABONG,KALAPATA,KALAPATA
KAABONG,KALOBOKI,KALAPATA
KAABONG,KOSUI,KALAPATA
KAABONG,KURAO,KALAPATA
KAABONG,LOTIM,KALAPATA
KAABONG,MEUS,KALAPATA
KAABONG,MOROTO,KALAPATA
KAABONG,KAMION,KAMION
KAABONG,LOKWAKARAMOE,KAMION
KAABONG,MORUNGOLE,KAMION
KAABONG,TIMU,KAMION
KAABONG,KAPEDO,KAPEDO
KAABONG,KOCHOLO,KAPEDO
KAABONG,KOMOLICHER,KAPEDO
KAABONG,KUMET,KAPEDO
KAABONG,LOKIAL,KAPEDO
KAABONG,NAKITIEMIET,KAPEDO
KAABONG,SANGAR,KAPEDO
KAABONG,KAMACHARIKOL,KATHILE
KAABONG,KATHILE,KATHILE
KAABONG,LEMUGETE,KATHILE
KAABONG,LOIS,KATHILE
KAABONG,NACHUKUL,KATHILE
KAABONG,NARENGEPAK,KATHILE
KAABONG,NARIAMAOI,KATHILE
KAABONG,NARUBE,KATHILE
KAABONG,TEREGU,KATHILE
KAABONG,KAWALAKOL,KAWALAKOL
KAABONG,KOKORO,KAWALAKOL
KAABONG,LOMANOK,KAWALAKOL
KAABONG,LOMEJ,KAWALAKOL
KAABONG,NAOYAGUM,KAWALAKOL
KAABONG,NASEPERWAE,KAWALAKOL
KAABONG,KAKWANGA,LOBALANGIT
KAABONG,LOBALANGIT,LOBALANGIT
KAABONG,NAKELIO,LOBALANGIT
KAABONG,PIRE,LOBALANGIT
KAABONG,SARACHOM,LOBALANGIT
KABALE,KABOWA,CENTRAL DIVISION
KABALE,KAWOTTO,CENTRAL DIVISION
KABALE,KIKAWULA,CENTRAL DIVISION
KABALE,NAKAZADDE,CENTRAL DIVISION
KABALE,NAMENGO,CENTRAL DIVISION
KABALE,BULIGO,CENTRAL DIVISION
KABALE,KASOKOSO,CENTRAL DIVISION
KABALE,NABIDONGHA,CENTRAL DIVISION
KABALE,NABIDONGHA PRISON,CENTRAL DIVISION
KABALE,NAKAVULE,CENTRAL DIVISION
KABALE,WALUGOGO,CENTRAL DIVISION
KABALE,BUGUMBA,NORTHERN DIVISION
KABALE,IGAMBA,NORTHERN DIVISION
KABALE,MUTUKULA,NORTHERN DIVISION
KABALE,NKAATU,NORTHERN DIVISION
KABALE,NKONO,NORTHERN DIVISION
KABALE,CENTRAL EAST,CENTRAL DIVISION
KABALE,CENTRAL WEST,CENTRAL DIVISION
KABALE,MAGWA,CENTRAL DIVISION
KABALE,OLD BOMA,CENTRAL DIVISION
KABALE,BUTOBERE,CENTRAL DIVISION
KABALE,CENTRAL,CENTRAL DIVISION
KABALE,NYABIKONI,CENTRAL DIVISION
KABALE,NYAKAHITA,CENTRAL DIVISION
KABALE,KIJUGUTA,NORTHERN DIVISION
KABALE,LOWER BUGONGI,NORTHERN DIVISION
KABALE,RUTOOMA,NORTHERN DIVISION
KABALE,UPPER BUGONGI,NORTHERN DIVISION
KABALE,KARUBANDA,SOUTHERN DIVISION
KABALE,KIRIGIME,SOUTHERN DIVISION
KABALE,MWANJARI,SOUTHERN DIVISION
KABALE,RUSHAKI,SOUTHERN DIVISION
KABALE,BUGARAMA,BUHARA
KABALE,BUHARA,BUHARA
KABALE,KAFUNJO,BUHARA
KABALE,KITANGA,BUHARA
KABALE,MUYEBE,BUHARA
KABALE,NTARABANA,BUHARA
KABALE,RWENE,BUHARA
KABALE,BIGAAGA,BUTANDA
KABALE,BUTANDA,BUTANDA
KABALE,KAHUNGYE,BUTANDA
KABALE,NYAMIRYANGO,BUTANDA
KABALE,BUGARAMA,KAHARO
KABALE,BURAMBIRA,KAHARO
KABALE,KAHARO,KAHARO
KABALE,KATENGA,KAHARO
KABALE,KITOHWA,KAHARO
KABALE,NYAKASHARARA,KAHARO
KABALE,BURANGA,KAMUGANGUZI
KABALE,KASHEREGYENYI,KAMUGANGUZI
KABALE,KATENGA,KAMUGANGUZI
KABALE,KICUMBI,KAMUGANGUZI
KABALE,KISAASA,KAMUGANGUZI
KABALE,KYASANO,KAMUGANGUZI
KABALE,MAYENGO,KAMUGANGUZI
KABALE,KACERERE,KATUNA TOWN COUNCIL
KABALE,KINIOGO,KATUNA TOWN COUNCIL
KABALE,KYONYO,KATUNA TOWN COUNCIL
KABALE,MUKARANGYE,KATUNA TOWN COUNCIL
KABALE,NYINAMURONZI,KATUNA TOWN COUNCIL
KABALE,BUKOORA,KITUMBA
KABALE,BUSHURO,KITUMBA
KABALE,BWAMA  ISLANDS,KITUMBA
KABALE,KITUMBA,KITUMBA
KABALE,MWENDO,KITUMBA
KABALE,KANJOBE,KYANAMIRA
KABALE,KATOOKYE,KYANAMIRA
KABALE,KIGATA,KYANAMIRA
KABALE,KYANAMIRA,KYANAMIRA
KABALE,MUYUMBU,KYANAMIRA
KABALE,NYABUSHABI,KYANAMIRA
KABALE,NYAKAGYERA,KYANAMIRA
KABALE,BIRAMBO,MAZIBA
KABALE,KAHONDO,MAZIBA
KABALE,KARWERU,MAZIBA
KABALE,KAVU,MAZIBA
KABALE,NYANJA,MAZIBA
KABALE,RUGARAMA,MAZIBA
KABALE,BURAMBA,RUBAYA
KABALE,KARUJANGA,RUBAYA
KABALE,KIBUGA,RUBAYA
KABALE,KITOOMA,RUBAYA
KABALE,RWANYENA,RUBAYA
KABALE,BAZAAR,SOUTHERN DIVISION
KABALE,KASUSU,SOUTHERN DIVISION
KABALE,KIJANJU,SOUTHERN DIVISION
KABALE,BUKESA,CENTRAL DIVISION
KABALE,CIVIC CENTRE,CENTRAL DIVISION
KABALE,INDUSTRIAL AREA,CENTRAL DIVISION
KABALE,KAGUGUBE,CENTRAL DIVISION
KABALE,KAMWOKYA I,CENTRAL DIVISION
KABALE,KAMWOKYA II,CENTRAL DIVISION
KABALE,KISENYI I,CENTRAL DIVISION
KABALE,KISENYI II,CENTRAL DIVISION
KABALE,KISENYI III,CENTRAL DIVISION
KABALE,BUWANUME,NORTHERN DIVISION
KABALE,KAMULI SABAWALI,NORTHERN DIVISION
KABALE,KASOIGO,NORTHERN DIVISION
KABALE,MUWEBWA,NORTHERN DIVISION
KABALE,NAMISAMBYA II,NORTHERN DIVISION
KABALE,BUSOTA,SOUTHERN DIVISION
KABALE,KAMULI  NAMWENDWA,SOUTHERN DIVISION
KABALE,MANDWA,SOUTHERN DIVISION
KABALE,MULAMBA,SOUTHERN DIVISION
KABALE,NANKULYAKU,SOUTHERN DIVISION
KABALE,BARAWA,CENTRAL DIVISION
KABALE,CHEMONGES,CENTRAL DIVISION
KABALE,CHEPSIKIROI,CENTRAL DIVISION
KABALE,KAPSINDA,CENTRAL DIVISION
KABALE,KAWOWO,CENTRAL DIVISION
KABALE,KOKWOMURYA,CENTRAL DIVISION
KABALE,BASE CAMP,CENTRAL DIVISION
KABALE,KAMAIBA,CENTRAL DIVISION
KABALE,KIREMBE,CENTRAL DIVISION
KABALE,NYAKABINGO II,CENTRAL DIVISION
KABALE,RAILWAY,CENTRAL DIVISION
KABALE,TOWN CENTRE,CENTRAL DIVISION
KABALE,TOWN,CENTRAL DIVISION
KABALE,WESTLAND A,CENTRAL DIVISION
KABALE,WESTLAND B,CENTRAL DIVISION
KABALE,APA,SOUTHERN DIVISION
KABALE,MENGO,SOUTHERN DIVISION
KABALE,NYANGILIA,SOUTHERN DIVISION
KABALE,KOTIDO CENTRAL,CENTRAL DIVISION
KABALE,KOTIDO EAST,CENTRAL DIVISION
KABALE,KOTIDO NORTH,CENTRAL DIVISION
KABALE,KOTIDO RURAL,CENTRAL DIVISION
KABALE,KOTIDO WEST,CENTRAL DIVISION
KABALE,NARIKAPET,CENTRAL DIVISION
KABALE,ABUBUR,SOUTHERN DIVISION
KABALE,APUTON,SOUTHERN DIVISION
KABALE,ATERAI,SOUTHERN DIVISION
KABALE,BOMA,SOUTHERN DIVISION
KABALE,KANYUM,SOUTHERN DIVISION
KABALE,KELIM,SOUTHERN DIVISION
KABALE,OLUNGIA,SOUTHERN DIVISION
KABALE,TANK,SOUTHERN DIVISION
KABALE,BAZAAR,CENTRAL DIVISION
KABALE,IREDA EAST,CENTRAL DIVISION
KABALE,IREDA WEST,CENTRAL DIVISION
KABALE,SENIOR QUARTERS,CENTRAL DIVISION
KABALE,TE-OBIA,CENTRAL DIVISION
KABALE,CIVIC,CENTRAL DIVISION
KABALE,SOUTHERN,CENTRAL DIVISION
KABALE,WESTERN,CENTRAL DIVISION
KABALE,IUIU,NORTHERN DIVISION
KABALE,NABUYONGA,NORTHERN DIVISION
KABALE,NAMAKWEKWE,NORTHERN DIVISION
KABALE,NKOMA,NORTHERN DIVISION
KABALE,NORTH CENTRAL,NORTHERN DIVISION
KABALE,BUNENERO,RUBAYA
KABALE,ITARA,RUBAYA
KABALE,RUBURARA,RUBAYA
KABALE,RUHUNGA,RUBAYA
KABALE,RUSHOZI,RUBAYA
KABALE,CENTRAL,CENTRAL DIVISION
KABALE,KATAKALA,CENTRAL DIVISION
KABALE,NAKIBANGA,CENTRAL DIVISION
KABALE,WEST,CENTRAL DIVISION
KABALE,BOMA NORTH,NORTHERN DIVISION
KABALE,SOUTH,NORTHERN DIVISION
KABALE,BUSAALE,SOUTHERN DIVISION
KABALE,GAYAZA,SOUTHERN DIVISION
KABALE,KATTABALANGA,SOUTHERN DIVISION
KABALE,KIRUNGI,SOUTHERN DIVISION
KABALE,KISEKENDE,SOUTHERN DIVISION
KABALE,LWABAGABO,SOUTHERN DIVISION
KABALE,GGULU,CENTRAL DIVISION
KABALE,NAMUMIRA ANTHONY,CENTRAL DIVISION
KABALE,NSUUBE KAUGA,CENTRAL DIVISION
KABALE,NTAAWO,CENTRAL DIVISION
KABALE,CENTRAL,CENTRAL DIVISION
KABALE,JUKIA HILL,CENTRAL DIVISION
KABALE,NAMTHIN,CENTRAL DIVISION
KABALE,CENTRAL,CENTRAL DIVISION
KABALE,KIKONI,CENTRAL DIVISION
KABALE,KANDAGO,BUKINDA
KABALE,KARORWA,BUKINDA
KABALE,KYERERO,BUKINDA
KABALE,NYAKASIRU,BUKINDA
KABALE,KASHEKYE,KAMWEZI
KABALE,KIBANDA,KAMWEZI
KABALE,KIGARA,KAMWEZI
KABALE,KYABUHANGWA,KAMWEZI
KABALE,KYOGO,KAMWEZI
KABALE,RWENYANGYE,KAMWEZI
KABALE,BUCUNDURA,KASHAMBYA
KABALE,KAFUNJO,KASHAMBYA
KABALE,KITANGA,KASHAMBYA
KABALE,KITUNGA,KASHAMBYA
KABALE,NYAKASHEBEYA,KASHAMBYA
KABALE,RUTENGYE,KASHAMBYA
KABALE,BUTARE,MUHANGA TOWN COUNCIL
KABALE,HIGHLAND,MUHANGA TOWN COUNCIL
KABALE,MUHANGA,MUHANGA TOWN COUNCIL
KABALE,NYAKABUNGO,MUHANGA TOWN COUNCIL
KABALE,RUTARE,MUHANGA TOWN COUNCIL
KABALE,BURIME,RWAMUCUCU
KABALE,IBUMBA,RWAMUCUCU
KABALE,KITOJO,RWAMUCUCU
KABALE,NOOZI,RWAMUCUCU
KABALE,NYAKAGABAGABA,RWAMUCUCU
KABALE,NYARURAMBI,RWAMUCUCU
KABALE,KANYINYA,SOUTHERN DIVISION
KABALE,KIGAAGA,SOUTHERN DIVISION
KABALE,NDORERO,SOUTHERN DIVISION
KABALE,RWAKABENGO,SOUTHERN DIVISION
KABALE,CAMP SWAHILI,NORTHERN DIVISION
KABALE,KICHINJAJI,NORTHERN DIVISION
KABALE,MADERA,NORTHERN DIVISION
KABALE,PIONEER,NORTHERN DIVISION
KABAROLE,NALUWERERE,EASTERN DIVISION
KABAROLE,NKUSI,EASTERN DIVISION
KABAROLE,BWOLE,WESTERN DIVISION
KABAROLE,NDIFAKULYA,WESTERN DIVISION
KABAROLE,KABAHANGO,BUHEESI
KABAROLE,KIREMEZI,BUHEESI
KABAROLE,KIYOMBYA,BUHEESI
KABAROLE,NYAKATONZI,BUHEESI
KABAROLE,NYAMISEKE,BUHEESI
KABAROLE,PIIDA,BUHEESI
KABAROLE,BUKARA,KABONERO
KABAROLE,KABONERO,KABONERO
KABAROLE,NYARUGONGO,KABONERO
KABAROLE,BUNAIGA,KATEBWA
KABAROLE,KATEEBWA,KATEBWA
KABAROLE,KYAMUKUBE TOWN BOARD,KATEBWA
KABAROLE,KABALE,KIBIITO
KABAROLE,KASUNGANYANJA,KIBIITO
KABAROLE,MUJUNJU,KIBIITO
KABAROLE,CENTRAL,KIBIITO TOWN COUNCIL
